"Polarity","Text"
"neutral","How about fixing WHIRR-337 before?"
"neutral","It should simplify things."
"neutral","The whole system could be out-of-service in case the Region of SequenceFile of the -ROOT- can NOT be opened."
"neutral","directly into Zookeeper to reduce this."
"neutral","We can avoid one case of failure."
"positive","Megan Glad to be of service : )"
"neutral","Executing /stop on a running EC2 instance will terminate the instance."
"neutral","There is a JIRA logged to request that 'stop' and 'terminate' be two different available actions ... see https://issues.apache.org/jira/browse/DTACLOUD-100 - also https://issues.apache.org/jira/browse/DTACLOUD-111"
"neutral","Fresh copy of the example configs?"
"neutral","{{PreTestTarget}} is a garbage I have missed out."
"neutral","Removed."
"neutral","The target {{inject-system-faults}} is defined in src/test/aop/build/aop.xml"
"positive","Thanks Andi."
"neutral","I don't agree to including the javadoc sources in the release."
"neutral","You can also download them by hand and attach them manually."
"positive","Hi Daniel thanks in advance for your support."
"neutral","I send you a simple eclipse CXF webservice project using spring and a simple eclipse CXF client project."
"neutral","The curious thing is that with a c#.net client i can connect with that webservice but not with a java generated client."
"neutral","I don't know what i'm doing wrong!"
"neutral","Any help would be appreciated."
"neutral","I send you a list of all .jars at present i use in both projects there are many libraries but i test even with the minimal jars with the same results."
"neutral","created: 2006-11-08 15:55:12.000 resolved: 2007-06-04 10:08:36.132 updated: 2011-05-10 16:12:23.000"
"neutral","Fixed in SVN now."
"neutral","If it's OK sometimes and not others than IllegalArgumentException seems appropriate seems like it should never be legitimate to create a FileStatus w/o a path unless using the no argument constructor.  "
"positive","Thanks Hairong!"
"neutral","And I think I will do more next time."
"neutral","created: 2009-09-01 05:38:20.000 resolved: 2009-09-22 18:54:05.051 updated: 2011-04-15 15:06:27.000"
"neutral","FilterExprWalker.detach() calls  DescendantIterator.detach() and set DescendantIterator.m_traverser to null for $exceptions[1]/@name."
"neutral","I am going to repurpose HIVE-538 to clean up the implementation of the getSchema call."
"neutral","Glad to see people are interested in this."
"neutral","This should (and can) be automated. "
"neutral","Could you verify if there is still an issue with a 5.6 snapshot."
"neutral","My suspicion is that it will be resolved."
"neutral","Hadrian I wonder if we can add a _warning_ to the 2.0 release notes about the missing hash and sign files."
"neutral","Nobody would download and use 2.0.0 release where there is 2.4.0 or better."
"neutral","I would like to see this reopened."
"neutral","Apache Karaf 2.1.1 is now available for download :)"
"neutral","I'll ping here once this will be done."
"neutral","Contributed by Siddharth Seth."
"neutral","Updated MR App to reflect YarnRemoteException changes after YARN-634."
"neutral","* packages meaning that Xerces-J 2  is not 100% Pure Java (it depends on a specific aspect of specific versions of  *Sun* JVMs)."
"neutral","Found when attempting to compile Xalan-J 2 with gcj."
"neutral","Fixed in 1.2 branch as well."
"neutral","What is the right process to deprecate this behavior in 3.x?"
"neutral","We could also try to detect the behavior and log a warning... but i'm not sure that is worth much.  "
"neutral","Changes appeared in 10.8.1 documentation so closing."
"neutral","retrospectively setting fix version in preparation for SDO M3"
"neutral","Solution looks as follows: when doing a cluster sync whether it is for reading or writing always acquire the version manager's read lock first."
"neutral","Patch adds javadoc for the newly added tests."
"neutral","Right and right after that is the section I was referring to."
"neutral","Hi Andreas  as we are a bank we can't provide you with the normal documents as they are internal documents."
"neutral","Therefore we will prepare a special document with a single checkbox will shows the error."
"neutral","It will come eiither today or tomorrow."
"positive","Thanks in advance Jens "
"neutral","I've attached the output of dblook as db.sql and a simplified creation script as sample.sql that includes the relevant tables and columns with sample data."
"neutral","I also verified that the bug still occurs in 10.6.1.0"
"neutral","Could you supply also a webapp sample?"
"neutral","It's easy look in the scratchpad/webapp/mount how it is done."
"neutral","This could get many trying it and getting involved."
"neutral","Probably it is way deeper problem."
"neutral","Thanks  Hari  "
"neutral","This has been fixed by check in for CHUKWA-274."
"neutral","This patch adds the RelativeTest.java file which is a conversion of the jdbcapi/testRelative test to the same package as the latter."
"neutral","Please review and comment if anything is lacking or incorrect."
"neutral","Bulk close for 3.1"
"neutral","Mailing Lists to be set up before this cab be done."
"neutral","I really think there is an added value with this function for Jackrabbit users I personnally use it with every String-ordered query."
"neutral","No - unfortunately I do not have enough knowledge to digg into OpenJPA's code"
"neutral","That is correct."
"neutral","I mistakenly thought 10.9 was supposed to work on Java 1.4 (in fact the 10.9.1 release notes say it is supported although we removed support for it after 10.8) and the build worked in my environment because I had j14lib set and the test ran just fine on 1.4."
"neutral","I'll post a patch that makes 10.9 compile the test against 1.5 instead of 1.4."
"neutral","The patch that broke the build on 10.9 was also backported to 10.8."
"neutral","However on 10.8 it is correct to compile the test against 1.4 so that's not a problem."
"neutral","Here are the results of testing the latest attachment    http://issues.apache.org/jira/secure/attachment/12605661/MAPREDUCE-5538.6.patch   against trunk revision ."
"neutral","The patch does not contain any @author tags."
"neutral","I still can't work out how to do this."
"neutral","Igor suggested moving the call to Component#onBeforeRenderChildren() inside Component#onBeforeRender() but if I do that I get an NPE in the ListView#renderItem() method even for basic code."
"neutral","Hmm the suggested patch is not good for DRLVM which handles ""-version"" normally."
"neutral","What is the point to print only launcher version after all?"
"neutral","The following had serialVersionUID set for the 2.2 release."
"neutral","There have been no new ones added for 2.3."
"neutral","So when 2.3 is released you shouldn't get the problems you've had from 2.1 to 2.2 for these files."
"neutral","Committed patch with workaround in revisions 1054027 and 1054030"
"neutral","Only the cache is a local filesystem resolver."
"neutral","We are using this pattern ""${ivy.dir.pattern}/[revision]/[artifact]."
"neutral","I did some more messing around and I was wrong about the FS stuff."
"neutral","Problem ensuing from source files inconsistency"
"neutral","Patch with the fixes."
"neutral","Committing shortly."
"neutral","That one has not failed in a *very* long."
"neutral","Closed after release."
"neutral","Simon I'm going to get deletes working tests passing using maps in the RT branch then we can integrate."
"neutral","This'll probably be best."
"neutral","Jason I suggest you create a separate issue something like ""Integrate BytesRefHash in Realtime Branch"" and I will take care of it."
"neutral","I think this issue had a clear target to factor out the hash table out of TermsHashPerField and we should close it."
"neutral","lets use a new one to track the integration."
"positive","Thanks for looking into this Suresh."
"neutral","Now I can see this from the traces too."
"neutral","We are re-using the prepared statement after table t1 is dropped."
"neutral","Completed: At revision: 520469   "
"neutral","I believe this will be done only when the package name has to be changed due to backward incompatibilities."
"neutral","This is not new : we have the same type of behaviour when we switch languages..."
"neutral","There is no change to the default behavior."
"neutral","Fixed long ago."
"neutral","Deleting an entry now flushes the main page cache."
"neutral","the link you point to is not our official javadoc  our official javadoc is in the maven repo."
"neutral","I would like to get some early comments on the changes I have made to the Namenode to support restarting within the same JVM."
"neutral","Oops you're right that makes sense."
"neutral","New patch that includes those changes."
"neutral","In the future I could just get around the issue by using relative symlinks for those files (I think)."
"neutral","The patch does not contain any @author tags."
"neutral","The patch doesn't appear to include any new or modified tests."
"neutral","The javadoc tool did not generate any warning messages."
"neutral","The patch appears to introduce 1 new Findbugs (version 1.3.9) warnings."
